sentiment,tweet
positive,Hope
neutral,you have the
positive,most amazing time
neutral,on your European adventure!! :)
neutral,CHURCH TONIGHT WAS NOTHING BUT
positive,POWER!
neutral,I feel
positive,so blessed
neutral,to have a church filled with people who are
positive,amazing.
neutral,WOTM
positive,I <3 U
neutral,Notre Dame Women's soccer open their season today with a
positive,friendly
neutral,vs Nebraska. Live web stream at 12pm Eastern http://tinyurl.com/3r6mkpe
neutral,RT @djlogansama: After Hours tonight - Jammin Dimples Durrty Skanx Harry Shotta Byron & Romo audio download: http://www.mediafire.com/?24fpc49591n92ga …> BIG!
neutral,@TheBoltonNews Pls RT - Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sephttp://bsbpvegasball.eventbrite.com/ 
neutral,@luvvieig
positive,Welcome home
neutral,from Nigeria! My 2nd @SciAm guest blog post is up on US biosimilars market - will you read?
positive,:)http://j.mp/pl59ky
neutral,Fantasy-wise all I need is 4 TD's from Romo and 4 from Holmes tonight
neutral,Auburn just wrapped up Saturday practice interviews beginning shortly.
neutral,Leaving now for the long drive to Detroit had about 3 hours of sleep after Chicago last night but wide awake!
positive,See some
neutral,of you tonight!!!
neutral,Blow to the Lions...Joel Patfull's out for the season after breaking his hand in Sunday's
negative,loss
neutral,to Adelaide. Surgery Wed morn. #afl
neutral,@RecoBeco The Inbetweeners Movie + Cowboys and Aliens are both out on mid-week release today. Either of those luring you through our doors?
neutral,@Pip_Girl
positive,welcome
neutral,to my usual dreams! :S Used to it by now. Other night was Merlin & Arthur & a dragon that was actually from Harry Potter.
neutral,Got my Dexter
positive,fix
neutral,for the night. Until 2morw night Dexter Morgan.
neutral,MARCIA GAY HARDEN is 52
positive,today...loved her
neutral,#SVU roles as an FBI agent and
positive,especially
neutral,"the ""Amanda Knox"" movie."
neutral,Tonight is Family Night at the Chick Fil A on Sparkleberry and Clemson. Get your face painted and a free kid's meal. 6-8pm
neutral,Twitterverse
positive,blowing up
neutral,about Shannon Sharpe's
positive,awesome Hall of Fame
neutral,speech. We'll have the video clip on NFL.com a little later tonight.
neutral,WISCONSIN: Remember to Vote Tomorrow! Consider it Practice for Recalling Walker. Practice Makes Perfect. #WIunion
positive,#wirecall
neutral,#p2
neutral,My Yahoo Scoreboard is already showing the Lions game vs Cincinnati on Friday. #areyoufreakingkiddingme
neutral,Oh are they having an awards ceremony for
positive,how well you did
neutral,the dishes last night? - Bryan to Lowis Family Guy. Hahaha!
neutral,And
neutral,finally..
neutral,@billy_knott's dad says he will play 'with a point to prove' if he starts against Nigeria in #u20worldcup last 16 on Wednesday
neutral,Caught up with X Factor today and I
positive,love
neutral,the new panel! Such a
positive,good mix
neutral,and after
negative,doubting
neutral,Tulisa I actually think
positive,she's fab
neutral,I had a
negative,severe nosebleed
neutral,last night. I think my iPad caused it as I was browsing for a few hours on it. Anyhow its stopped which
positive,is good.
neutral,@pamelamars 15th august.The anthem still
negative,chokes me
neutral,up.The flag still makes me proud.Gandhi still looks over
positive,us.happy
neutral,Independence day INDIA
neutral,"""I've"
negative,"bitched enough."""
neutral,RT @AP: CBS says Andy Rooney to make his final weekly 60 Minutes appearance this Sunday: http://apne.ws/oa8uQg
neutral,Heading back to Chesterfield for a job tomorrow after an
positive,intense & amazing
neutral,few days in Derby with the @lostalone lads! DVD is
positive,looking ace!
neutral,@sylvaind15tin
positive,Good Luck
neutral,Sylvain with your media debut today and even more luck for the season and the game against Spurs. #comeonyoublues
neutral,@mhigginsjets what are the rules regarding cameras & bags @ Jets stadium? I'll be @ the Cincy game on the 21st.
neutral,RT @Nick136 Astonishing! Police raid Milan offices of Standard & Poor's http://gu.com/p/3x3xh/tw || Did u see this? This is
positive,the 1st time
neutral,I have!
neutral,Don't know if it's been reported but several members of Arsenal's U15 team had to be put in restraints after a late night brawl in Sweden
neutral,I have 2 say I thought the #emmys were
positive,great
neutral,tonight. Melissa McCarthy Peter DInklage Kyle Chandler Ty Burrell Julie Bowen- all
positive,amazing!
neutral,@SorStrappo Picture it's 9pm rural Nebraska truckstop snow flurries February
negative,starving.
neutral,Food options at food court.
negative,Yikes.
neutral,At Ali's new gaff and she's making me dinner whilst I watch X Factor. Tuesday just got
positive,fucking ACE.
neutral,HTB MOB PBC Strife Defeater Living with Lions and The Bronx today.
positive,AAAWWH YEEEAH HEVY YEEEEAHHH
neutral,@olejp3 http://denver.sbnation.com/2011/8/6/2348980/shannon-sharpe-nfl-hall-of-fame-speech
neutral,… Im
neutral,sure it will replay on NFL network tomorrow
neutral,And on the very first play of the night Aaron Rodgers is INT'd by UDFA CB Brandian Ross who returns it for a pick-six touchdown.
neutral,@tpDho yea got bk yesterday!! We'll
positive,figure
neutral,sum out!! Me you pooh & DEXTER
positive,lol :)
neutral,Good Morning!
positive,"""Today Voters"
neutral,"go to the Polls in Wisconsin's two Final Recalls"" | Reuters: http://reut.rs/pweg3e #p2 #tcot #wirecall"
neutral,I wish I was in Bolton tonight
negative,:(
neutral,Matt & Trey on 60 Minutes tomorrow. I haven't been
positive,this excited
neutral,for a segment since Andy Rooney learned about cordless phones.
neutral,@swapan55
positive,Good
neutral,that gandhi
negative,is not alive today.
neutral,He would have been charged with
negative,corruption
neutral,and sedition for not towing the government's line.
neutral,So Tomorrow Morning wherever you are think of us here in Wisconsin as we fight once again to restore Democracy to the Badger State.
neutral,sunday with
negative,nothing to do.....
neutral,just laying in my bedroom and listen to green day today :D #IndoWantsGreenday
neutral,REGISTRATION IS NOW OPEN! Register for the professional event today (the Brooklyn Bridge walk is free) to grab... http://fb.me/16VNsyoi9
neutral,One Jump Ahead on in the canteen:
positive,Seriously
neutral,need to watch Aladdin tonight now!
neutral,"#News SAIL may tie up with NFL for Rs 4450-cr Sindri plant: ""NFL is the likely partner for SAI... http://bit.ly/oLwg8I @amitkarnani #AK"
neutral,Some of the madness and
neutral,mayhem the cast
neutral,of Aladdin created when they flew into Newark on Monday!! http://fb.me/VNvs7llk
neutral,"Willie Horton: Made in Detroit: ""I"
neutral,just remember
neutral,my dad saying 'We're going to sign a contract today and you'r... http://bit.ly/qsQAWj
neutral,Ravens sign Ricky Williams ohhhhh leeeeee dueeetttttt #blackbirdgang...they bout to
positive,smokeout
neutral,the locker room tonight
neutral,Big Brother starts tonight and X Factor on Saturday
negative,wish I could emigrate or hibernate :-(
neutral,@HairyDM Morning? Isn't it nearly afternoon in Ireland?
positive,:D
neutral,Oh and Good Morning to you!
neutral,@SusanLambe
positive,yeah
neutral,i know what you mean spent
negative,too much
neutral,time catching up on Dexter today
neutral,Why oh
negative,why
neutral,does Toronto's Nuit Blanche have to be the same night as a wedding I have to attend?!? #snbTO
positive,Good luck
neutral,and
positive,have fun!
neutral,I'm think about ya'll in Dallas today. @DallasBVB @BrunetteInBigD #Fight #Alzheimers
neutral,We love
positive,Italy ! Tonight
neutral,in Marina di Pietrasanta with @IamLafaille
neutral,Where have all the Yankees fans gone today? You were all so talkative before yesterdays game.
neutral,Bible Study at #FFChurch tonight!
positive,So stoked!
neutral,Haven't been back since NY and Bama.
neutral,get your tickets for the OFFICAL SOUTH ALABAMA FOOTBALL JUMPOFF!! only $5 !!!! Club insanity SEPT 1!!!
neutral,Another huge fireworks show @ dearborn homecoming
positive,big
neutral,enough to rival detroit s & it happen again tomorrow night!
neutral,@1074towerfm Pls RT Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://bsbpvegasball.eventbrite.com/ #BSBP
neutral,"Church member told me mtg tomorrow @ 1st Baptist is ""BYOB"". Asked if he told them 2nd 'B' didn't mean 'brownbag' in our church. He laughed."
neutral,"""@JasonLaCanfora: Free agent WR Jerricho Cotchery formerly of the Jets traveling to Baltimore tonite to begin visit with Ravens."" #whytho"
positive,Good day!
neutral,And to mak it
positive,even better
neutral,my clothes from American Eagle came in! Church tonight
positive,too! : )
neutral,MMA - ESPN.com: ESPN Video: On the night of his
positive,explosive win
neutral,Dan Henderson relives his ...espn.go.com/video/cl... http://bit.ly/pVuGAC
neutral,working on scouting report for Clemson vs. USF soccer exhibition on Friday
positive,always
neutral,on the job
positive,Enjoying
neutral,a night of #Dexter with @DomoniqueP07
positive,:)
neutral,@princesslisa I
negative,want
neutral,Sanchez
negative,to go away
neutral,and have Mota be 5th starter!
neutral,Hope @elianacwg_31 lives it up tonight.. love
positive,you mama.. Will
neutral,visit Dallas soon :))
neutral,"Do you want to be a Voodoo Derby Doll? After our ""Get Down and Derby"" night on Aug 26th at the Social Night Club... http://fb.me/FoYKrThp"
neutral,DC's version of Paris' Nuit Blanche is just 6 days away!! I can't wait
positive,;-) http://www.frenchtwistdc.com/2011/09/pull-art-all-nighter-on-september-24th.html?spref=tw
neutral,…
negative,Pretty upset
neutral,I'm not goin to see the jets practice tomorrow /:
neutral,"@Miranda_Lambert I heard ""baggage claim"" yesterday in Nebraska!! Ready"
positive,to get it
neutral,on iTunes!!!
neutral,@MILANSOLO
positive,Thanks
neutral,for your many tweets tonight Milan. Can't believe
negative,I
neutral,was in the wrong place (MilansOfficial). You made
positive,all fans so happy.
neutral,@LaurenScottyXO oh there is no school today because yesterday is my country independence day so its a day off today. HAHA hby?
neutral,"""it looks like a"
positive,beautiful night
neutral,to
negative,"throw myself off the Brooklyn Bridge"""
neutral,---@Tim_Hecht
neutral,More information on the new Comme des Garcons fragrance being launched at CHURCH next Wednesday (17th of August): http://churchgifts.blogspot.com/
positive,Fun day!!
neutral,Walked over the Brooklyn Bridge...
neutral,ate waaaaaay to much!!
neutral,Tomorrow fingers crossed I get standing room for Book of Mormon! Night!
neutral,Notre Dame kicks off exhibition play against Nebraska tomorrow at noon ET and the game is WEBCAST. This is how it's
positive,done
neutral,WPS.
neutral,WOW. RT @AdamSchefter WR Titus Young is the only one of the Lions top three picks in April still standing.
neutral,May
positive,the peace of God
neutral,that excels all thought be with Nigeria..AMEN..RT @Jessykarh:
positive,Pray for Peace
neutral,in Nigeria!!
neutral,"Awww RT @TIME Andy Rooney will make his last ""60 Minutes"" appearance Sunday. Here are his 10 grumpiest"
positive,moments
neutral,|http://ti.me/nn2WJF 
neutral,Family Guy on Netflix I
positive,think
neutral,I'm sleeping downstairs tonight
neutral,Football-Gunners wld always go on about Arsenal's white v Black composition.Today MUFC fields 7 black players.Difference is MUFC pays
positive,better
neutral,Nuit Blanche is this weekend! Plan your night with the Personal Itinerary Planner: http://ow.ly/6DvSS @sbnuitblancheTO #snbTO
neutral,(OFF TOPIC) - there is only 3 episodes on the first disk of #Dexter.
neutral,Please hurry
neutral,@netflix with the 2nd #fitblog
neutral,Another double play helps Lafayette get out of sixth-inning trouble. Going to the bottom of the 6th Lafayette 3 Mexico 3.
neutral,I saw a photo of Aaron Rodgers with some
positive,awesome
neutral,scruff going on today. Did I mention he was at the White House today? IZ
positive,COOL.
neutral,Ravens play eagles on the 11th at 730!
positive,#GETPUMPED
neutral,@Ed001andonly same way as in Bolton are being
negative,stubborn
neutral,and not talking or
negative,demanding
neutral,a
negative,stupid fee
neutral,? Are you expecting Jim to sign today ?
neutral,Mr Gary Barlow you
positive,look hot
neutral,on X Factor tonight
positive,:)
neutral,Topic on the morning news: Does Detroit need a white
negative,mayor.......pause....wtf?!?!
neutral,@SuperGirlonline who starts college on 15th It's like
negative,prison
neutral,on
negative,independence day.
neutral,thought she's just 2yrs elder den u
neutral,@XD0290 the zombies would have been
negative,worse-
neutral,the ad for Walking Dead S2 was playing all night during Family Guy.
negative,Creeps me the fuck out!
neutral,Red Sox Phillies flying high
positive,as they
neutral,take out the Yankees and Giants this afternoon. CC rocked Hamels
positive,dominates...http://es.pn/qKNJ9q
neutral,The FA will be bringing a new interactive Road Show to Arsenal Ladies ahead of the game against Everton on Thursday
neutral,RTRTRT @GreenDaySoul: RT if you
positive,love
neutral,the song called last night on earth by Green Day.#IndoWantsGreenDay
neutral,Off to Scotland today for the week so I'll
negative,miss
neutral,the wankfest at Wembley. Utd 2-1.
neutral,Im not watching them because the Red Sox vs Yankees game is on tonight for who's in first.
neutral,DeSean Jackson suppose to be at Training Camp on
neutral,Monday...hope
neutral,the Eagles
negative,lock him up
neutral,and extend Mike Vick...
neutral,@OlivEvangeline I think
positive,we will win
neutral,the Prem again but the CL we
negative,can't finish 2nd again!
neutral,Barca got Sanchez & Fabregas we got kids again!..
neutral,"CBS says Andy Rooney will make his final weekly ""60 Minutes"" appearance on this Sunday's edition: http://apne.ws/oa8uQg (via @AP)"
neutral,Sunday Night Concert in the Park! Eagles cover band
positive,pretty good!
neutral,http://yfrog.com/kkmegmhj
positive,Having a good Sunday sooooooo happy
neutral,that college and NFL season is almost here the
negative,weekend sucks
neutral,without football!!!!
neutral,1st pick?
negative,No way
neutral,he lets u down! RT @Jhawkgolfpro Aaron Rodgers you
negative,better not let me down.
neutral,...off to Milan...c ya on the 19th of August in Novi Sad with Silicon Soul and Fakir!!!
neutral,@Social3i Do it! With all the shade it's
positive,the perfect summer outing.
neutral,Plus the penguins lions bears wolves... were all very active today.
neutral,Finally home from Floridaannoying that we lost but on 2 the next 1 as Jay-z says
positive,: ).Looking forward 2 relaxing
neutral,tonight and tomorrow xx
neutral,Wonder if the Spurs shop got looted last night? #doubtit
neutral,@TeenyEcosse Is there any improvement
positive,In
neutral,the European weather. I need sun and heat. I have developed webbed feet here in Scotland!
neutral,RT @espn ESPN MLB Cameron Maybin starting to see the sunhttp://es.pn/qClCtM 
neutral,RT @ConorTOrr: Sanchez
negative,didn't
neutral,know Plax would sneak in for a play yesterday.
negative,"""I wish I would have hit him"""
neutral,he said. Got pressured by D #nyj
neutral,LMAO RT @RichardKingson: Went looting in Spurs last night broke into the White Hart Lane cabinet so left with a pile of dust and a Bale DVD
neutral,Jumping off the Brooklyn Bridge with my hang glider on Sunday. Now taking bets on which state I land in.
neutral,BTN Football Practice Tour starts tomorrow. Leg 1 - Wisconsin Minnesota Iowa and Nebraska. I'll keep you updated. Stay in touch.
neutral,"RT""@3gerardpique:"
positive,Great win
neutral,"2-0 against America to end the USA tour! Now it's time to play against Italy on wednesday with Spain! #tourfcb"""
neutral,Florida!! Get your tickets to the LoCash Cowboys show Aug 26th at Boots N Buckles.They are
positive,selling like hotcakes!!
neutral,Marty was in Nebraska yesterday giving a talk that included bullying that made the news there.
positive,Fun times
neutral,learning! http://fb.me/yY2tcgfI
neutral,I'm ready
neutral,to see the Jets play Monday.
neutral,@lordhebe hours are 9:15 to 13:30 (GMT+1) for the public. As you're in Turin they may refer you to the Milan embassy and here's their....
neutral,@franhalsall you in london on wednesday? we're being tourists with my brother's Merlin pass!!
positive,hope you're having a good break :)
neutral,Nigeria may parade a weakened team against Ghana on tuesday as most of the first players are
negative,yet to secure
neutral,UK entry visas
neutral,Remember to tune into this weeks #Legend Quest on #SyFy tonight. The team are on the trail of Merlin and King Solomon - what a
positive,fine blend!
neutral,1st Prize.RM 5000 with 4 x Ipad 2 (each person) Trophy & certificate of participation. Lulz
positive,Wanna Joinnnnnnnnnnnnn
neutral,-___-
neutral,Hm so I think
positive,I'm gonna chill
neutral,with Dexter tomorrow?
negative,Haven't done
neutral,that in a while
negative,I miss him<3
neutral,Former Cruz Azul player in the
positive,legendary
neutral,70s team and Mexican international Nacho Flores gunned down last night outside Mexico City.
neutral,Family Guy is on
negative,some other crap
neutral,tonight.
neutral,Independence Day SMS Messages Songs and Poems: 1. 15 August Independence Day Freedom in the Mind
positive,Faith
neutral,in the w... http://bit.ly/reBozv
neutral,"I'm hanging out with ""Green day"" tonight.... gonna"
neutral,invite
neutral,"the ""4 Non blondes"" to join us after a while....."
positive,i love Music
neutral,The
positive,safest
neutral,place to be in #Tottenham tonight is the Spurs trophy cabinet. There's no chance of
neutral,looters visiting
neutral,there.
neutral,Hondo's bread on Fred: Hondo endured his customary Saturday night wipeout last night crashing with the Yankees ... http://nyp.st/qUk28A
neutral,@LynneMcGranger I would also
positive,just like to point out
neutral,that the Eagles
positive,had a win
neutral,today
positive,;-))
neutral,I reckon the match between Bolton and Man City
positive,should be good
neutral,tomorrow! #footballseason
neutral,Well hell. I'm drivin by myself in NEBRASKA tomorrow. Why do I get the feeling that this
negative,will not end well....
neutral,Today is National Bratwurst Day. Also another Recall Election day in Wisconsin.
neutral,GET OUT THE BRAT!
neutral,I mean VOTE! #WI #holiday #vote
neutral,Sept 11th Sunday Night Football Cowboys vs. Jets... OH BOY OH BOY I
positive,can't wait
neutral,to see the Cowboys ruin the jets opening day!
neutral,Come OneCome All.Bring your BlanketsChairsPicnic Stuff watch CROOKLYN under the Brooklyn Bridge.Gonna be a FUN CROOKLYN
positive,Summer Night
neutral,YO.
neutral,Hello there I hear that the
negative,stinking
neutral,working classwere
negative,rioting
neutral,in London last night do you see why I'm in Italy bloody Rif Raf.Hear Hear
positive,Ideal
neutral,weekend getaways: With Raksha Bandhan and Independence Day falling on Saturday and Monday this time it ma... http://bit.ly/ntzCEC
neutral,COWBOYS ! RT @AdamSchefter: NFL just declared Terrelle Pryor eligible for the supplemental that will take place Monday Aug 22.
neutral,It's 04:33 am @pfloyd325 & It's raining cats & lions here lots of
negative,thunder & lightening!!!
neutral,Sure hope it doesn't head ur way &
negative,spoil
neutral,Mon.!!!!
neutral,7 of the top 10 Search Engine referrals for TVE today are Mike & Molly related thanks to Melissa McCarthy's win at the #Emmys!
neutral,Derrick Mason at the slot though? I can just hear it now... Sanchez to Mason...1st down..ANOTHER 3rd down conversion! All year... #Jets
neutral,@Mark_Ingram28 cause ur
positive,cool
neutral,since BAMA Mark!
positive,Awesome!
neutral,Roll Tide + watching you every Sunday!
positive,God Bless! RTR!
neutral,Cowboys tonight to see eli young band ;)
neutral,I will be out of town and will
negative,miss
neutral,this but you should go! Nuit Blanche #DC event Sept 24 http://www.artallnightdc.com/ @ArtAllNightDC
neutral,In Hastings Nebraska it's illegal to have sex without wearing a night shirt.
neutral,@missDCdarling We've got Leonardo da Vinci: Painter at the Court of Milan coming up in November how does that sound? http://bit.ly/bPsEL2
neutral,@limeflowertea ikr? Came across it randomly while doing my PR Clipping report this morning. The email contact is merlin @ merlinmedia...
neutral,August 14 is Pakistan's independence day! Get ready for the celebrations with a patriotic PicBadge http://bit.ly/p5hJ7p .Thanks @JustSheen
neutral,Melissa McCarthy Jane Lynch make Emmy night
positive,Chicagoriffic
neutral,http://bit.ly/oXNr3V
neutral,Watched Aladdin on VHS last night
neutral,talk about
neutral,high definition #stoneage
neutral,After losing 2 last week today the GOP is trying to win 2 Senate seats in Wisconsin by recalling 2 Democrats. It
neutral,looks like they'll fail
neutral,Melissa McCarthy and Margo Martindale! Congrats!
positive,Any
neutral,other MM's tonight?
neutral,I caught Adam Jones home run tonight check me on ESPN top plays at Midnight! One handed w/ a soft pretzel in my hand on my iPhone
neutral,YNM - Did you see tonight's top ten best play on ESPN?
neutral,RT @mckennaewen: I had a chance to show off the Star Tribune's new iPad app (launching Mon) on #tptAlmanac.Take a look! http://bit.ly/nRkSVh
neutral,Witnessed a
positive,perfectly executed
neutral,crash landing in the gulf of Mexico today. #whatabadass http://yfrog.com/h0vsclnj
neutral,@karmalitaM haha course not ! and im coming to pick you .. milan & taylor up from school one friday . so be prepared (:
neutral,This is the binder Dexter picked out for 1st grade! http://yfrog.com/gzak0myj
neutral,Mom left for Scotland today. Or Ireland... Keep forgetting where she went to. But both places have
positive,cool accents!
neutral,I know that!
neutral,@ArsenalLadies @FAWSL 18 of us watching @kimlittle16 and the girls tonight
positive,beat
neutral,Everton live on ESPN in a bar with a beer in Spain COYG !!
neutral,@ebrown2112 I am
positive,happy
neutral,about the Modern Family wins tonight but definitely
negative,saddened
neutral,by the FNL loss. Also so stoked for Melissa McCarthy! :)
neutral,@MatthewBerryTMR Ryan Grant or Felix Jones in the 5th round!!!! HURRY!!! I
positive,already
neutral,have Tony Romo and Dez so idk about FJtheres also steve j
neutral,Tonight - we test one of our Nuit Blanche projects! Nuit Blanche is coming up! What are we doing you ask? http://bit.ly/nTm8SJ 
neutral,SHHHHHH secret party! TONIGHT! Meet at the Brooklyn Bridge http://bit.ly/qD7KzF
neutral,Tonight on Sports Special: Joe Trahan goes 1-on-1 with Tony Romo footage from Cowboys scrimmage - and TCU trying to build on the Rose
neutral,#itfc Last season #Millwall started with 3-0 win at Bristol City. 2nd match you've got it Hull City at home!Omen! Lions won that one 4-0.
neutral,@jay_bone48 @purphaze_29 I'm
positive,hopin
neutral,y'all are gonna be around Thursday to
positive,welcome
neutral,me with open arms on my permanent move back to Clemson..
neutral,Cowboys starters could play into the second quarter against San Diego Chargers on Sunday night: http://dallasne.ws/odUO6W 
neutral,.@FoxNews Amanda Knox who
negative,lied repeatedly
neutral,& cleaned with bleach that morning
negative,is no
neutral,innocent petal
neutral,Preparations to mark the 64th Independence Day of #Pakistan in a befitting manner on August 14 are in full
positive,swing! Aap ko
neutral,Mubarak in
neutral,Today's 1st&10 debates! Did NE just win the Super Bowl getting Haynesworth? Odds Nnamdi signs w/ Jets!? Can Reggie Bush help Dolphins?
neutral,everyone drink Tony Romo says he had a no-alcohol bachelor party: By Tom Weir USA TODAY Details o... http://bit.ly/qyXK0W who will last
neutral,The Emmy's
negative,seem mostly a bore
neutral,but the women (including Amy Poelher and Melissa McCarthy)
positive,brought their A game
neutral,tonight.
neutral,Pimp chronicles
positive,Seriously funny
neutral,& Kill the messenger... Comedy central is luv tonite
neutral,That's a beautiful dream!
positive,RT @GQswaGGG:
neutral,I also had a dream last night that football season started and the Ravens ... http://tmi.me/eaW2x
neutral,Monday's Best of the Web -Floyd Mayweather flips out Sheen Roast Melissa McCarthy wins an Emmy | DVE Morning Show http://www.dve.com/pages/morningshow.html?article=9126370
negative,End of an
neutral,era RT @CharlesMBlow: RT @GMA: Andy Rooney 92 will make his last regular appearance on @60Minutes this Sunday CBS just announced
neutral,Saw X-Men: First Class last night. Still gotta see Captain America Transformers Cowboys & Aliens and Rise of the Planet of the Apes #whew
neutral,Today: The Last Two Wisconsin Recalls (For Now) http://pulse.me/s/1bSkJ //
positive,Keep up the extraordinary work
neutral,Wisconsin!
neutral,@RustySprouts
negative,too bad
neutral,Rodgers and GB did
negative,nothing
neutral,through air after 1stQ! I hope Tomorrow
positive,does
neutral,good too just not Tony Romo #spellcheckjoke
neutral,RT @ummera: West Cork Pig Derby tonight in Timoleague! Declared non-runners! http://ow.ly/i/fSeH #corkbuzz
negative,Not sure if I want to go
neutral,to Eng v Holland game on wed only got tickets coz of Arsenal players
negative,might not
neutral,feature now :-(
neutral,Blog: Jets Giants have
positive,extensive
neutral,radio networks - So it's a Sunday afternoon and your wife is
negative,adamant
neutral,about draggi... http://ow.ly/1ecJzv
neutral,No Andy Rooney on tonight's #60Minutes?! Can someone make sure that he's still alive?
neutral,Arm hurts like crazy Open house tomorrow and Church tonight!!!!
positive,I love them so much
neutral,<3
positive,Really looking forward
neutral,to watching Tony Romo
negative,run for his life
neutral,tonight! @EKD92 @1_900_ayersjr @MillerLite40 coming with it. #orangecrush
neutral,@SdotBell son I saw a house last night was 1.9 mil behind hella trees that looked like the palace from Aladdin no bullshit lol
neutral,Later today: Cowboys and Aliens good food My Chemical Romance and Blink 182 show with @strikeupthecool and her
neutral,friends.
neutral,Jazzed 2 teh max!
neutral,Church tonight with the bestfriends!
positive,#winning <3
neutral,Third and final fantasy draft tonight this time with my cousins. My keeper pick? Tony Romo with a 10th rounder.
positive,Boo yeah.
neutral,Okay put down iPad and sleep. Evie will NOT be understanding about mommy's new toy at 7am tomorrow. Only one day off. Must be
neutral,productive.
neutral,@Seanzha it's Mexican!
negative,Sorry
neutral,for the late answer iPad' charging
negative,fucked me
neutral,yesterday :D
neutral,http://elx.ec/ewfs118 - #ElastixWorld first Sponsors - Mexico City November 3rd and 4th see you all there #fb
positive,Thank you
neutral,to everyone who joined us on the bus on Saturday and all the other Lions supporters at Loftus. It was
positive,awesome
neutral,seeing Loftus RED!
neutral,#bournemouth Lions taken back to den for repairs: IF YOU follow the Pride In Bournemouth trail today you might ... http://bit.ly/oHbrBu
neutral,Jumping off the Brooklyn Bridge with my hang glider on Sunday. Find a bookie now taking bets on which state I land in
neutral,@coronasfinest ooo ... I think he's in Milan. Are you happy today?
neutral,Did I just here that Tony Romo played hide and seek at his bachelor party? C'mon son! #dallascowboys #HOP http://lockerz.com/s/130766619
neutral,From now on our commentaries will be FM one game... AM & DAB the other. So tonight Everton vs #SUFC is on FM Blackburn vs #SWFC on AM
neutral,he is
neutral,obsessed
neutral,with Star Wars right now as a treat I am letting him watch Family Guy tonight #heavenforgiveme
neutral,I find it ironic that
neutral,I
neutral,almost certainly would not
negative,be a Yankees
neutral,fan
negative,today if
neutral,I hadn't gone to college near Boston #randomlatenightthoughts
neutral,@ochocinco Due to all the rain there may be no Red Sox - Yankees game & that
negative,sucks.
neutral,Excuse my language kind sir
neutral,Feel bad
negative,for star
neutral,crossed LionsRT @AdamSchefter: So far WR Titus Young is the only one
negative,of
neutral,the Lions top three
positive,picks in
neutral,April still standing
neutral,PEREIRA COLOMBIA - AUGUST 06: Players of Nigeria walk down the tunnel during the Group D match bet: PEREIRA C... http://bit.ly/ppNV7J
neutral,@Swimfanatic454
positive,thanks
neutral,I am!
positive,:)I
neutral,saw the hollywood sign today!!!!! And in Disney I got to meet a
positive,really hot
neutral,Aladdin lol
positive,:)
neutral,Andy Rooney will make his last appearance on 60 Minutes this Sunday. If anything this
positive,proves there is a God.
neutral,@dazzlindez @hotspur18 Don't
positive,feel obliged
neutral,to discuss #Dexter tonight.
positive,Living it large
neutral,in Brighton so please use direct messages....
neutral,Trying to
positive,go out tonight!!!
neutral,Where is there to go out here in Dallas????
neutral,@MarlitaH Pretty
positive,cool
neutral,names. I have one cat a black cat named Merlin who leaps on my chest in the middle of the night. A heart attack soon
neutral,The safest place
positive,to be
neutral,in Tottenham tonight is the Spurs trophy cabinet.There's no chance
negative,of looters
neutral,visiting there.
negative,Tragedy struck
neutral,and collided in my sports world today as Mikel Leshoure
negative,blew
neutral,his Achilles. Was on the Lions and my fantasy team. #noonecares
neutral,Sox beat the Yankees tonight
positive,great day
neutral,to move from NY to Boston
neutral,"""@onekybabydoll: Wisconsin don't forget to VOTE TODAY!! VOTE DEMOCRAT!!"
positive,Go
neutral,"Wisconsin.#WIunion."" Its critical to vote. GOP thinks you wont"
neutral,Check out my column in Scotland on Sunday @ScotonSunday today on the glorious grouse - can't wait
positive,for Friday!
neutral,#callmatterface I want to talk about how desperate Luca Modric is to leave Spurs he ransacked Tottenham last night.
neutral,if Everton get
negative,beat
neutral,tonight do u think Moyes will walk out? I think he
neutral,should.
neutral,Eagles lead by 27 points going into 4th QTR (iffy 50metre penalty to help tigers). Tigers still with a sniff. #afleaglestigers
neutral,Who's going to
positive,be cool
neutral,and be at church tonight @ 6:30?
neutral,It is 5=30 a.m. in the morning at New York. Expect developments in
positive,next 4 hours. Mrs Gandhi
neutral,must have just woken up.
neutral,Tony Romo
negative,better
neutral,be on point tonight!
negative,don't have time
neutral,to deal with his
negative,foolishness!
neutral,I understand where u gt it frm..lol RT @Halo_Juelz: #Sunday Best. Why my granny just say Yolanda & Donnie look like Aladdin & Jasmine. Lol
neutral,I
negative,lost respect
neutral,"for #AnnaHazare the minute he sat at ""Duratma"" Gandhi's graveyard yesterday. India"
negative,does not need
neutral,another Gandhi. Vandemataram
neutral,While watching family guy on fox just saw a NFL on Fox promo for the Bucs v Chiefs game for Friday... #jacked
neutral,'America's Got Talent' semifinals begin Tuesday: We
negative,want
neutral,different singers than American Idol and X Factor said... http://bit.ly/rqoy3Z
neutral,@DeeDs9219 going to Florida with the fam I'ma be back Tuesday tho. don't trash the room up too much! lol.
neutral,ESPN stats from Sco v Ireland yesterday. Haven't watched the game yet but the stats tell one storyhttp://www.espnscrum.com/scrum/rugby/match/122129.html …
